"","genus","richness","family","mico"
"516","Eriostylos",1,"Amaranthaceae","NM-AM"
"517","Exomis",1,"Amaranthaceae","NM-AM"
"518","Fadenia",1,"Amaranthaceae","NM-AM"
"519","Froelichia",15,"Amaranthaceae","NM-AM"
"520","Froelichiella",1,"Amaranthaceae","NM-AM"
"521","Gamanthus",5,"Amaranthaceae","NM-AM"
"522","Girgensohnia",5,"Amaranthaceae","NM-AM"
"523","Gomphrena",133,"Amaranthaceae","NM-AM"
"524","Grayia",3,"Amaranthaceae","NM-AM"
"525","Guilleminea",8,"Amaranthaceae","NM-AM"
"526","Gyroptera",3,"Amaranthaceae",NA
"527","Halanthium",2,"Amaranthaceae","NM-AM"
"528","Halarchon",1,"Amaranthaceae","NM-AM"
"529","Halimocnemis",6,"Amaranthaceae","NM-AM"
"530","Halocharis",4,"Amaranthaceae","NM-AM"
"531","Halocnemum",2,"Amaranthaceae","NM"
"532","Halogeton",4,"Amaranthaceae","NM-AM"
"533","Halopeplis",3,"Amaranthaceae","NM-AM"
"534","Halosarcia",6,"Amaranthaceae","NM-AM"
"535","Halostachys",1,"Amaranthaceae","NM-AM"
"536","Halothamnus",10,"Amaranthaceae","NM"
"537","Halotis",1,"Amaranthaceae","NM-AM"
"538","Haloxylon",9,"Amaranthaceae","NM-AM"
"539","Hammada",3,"Amaranthaceae","NM-AM"
"540","Hebanthe",6,"Amaranthaceae","NM-AM"
"541","Hemichroa",1,"Amaranthaceae","NM-AM"
"542","Henonia",1,"Amaranthaceae","NM-AM"
"543","Herbstia",1,"Amaranthaceae","NM-AM"
"544","Hermbstaedtia",13,"Amaranthaceae","NM-AM"
"545","Heterostachys",2,"Amaranthaceae","NM-AM"
"546","Holmbergia",1,"Amaranthaceae","NM-AM"
"547","Horaninovia",2,"Amaranthaceae","NM"
"548","Iljinia",1,"Amaranthaceae","NM-AM"
"549","Irenella",1,"Amaranthaceae","NM-AM"
"550","Iresine",38,"Amaranthaceae","NM-AM"
"551","Isgarum",1,"Amaranthaceae",NA
"552","Kalidium",6,"Amaranthaceae","NM-AM"
"553","Kochia",9,"Amaranthaceae","AM"
"554","Krascheninnikovia",3,"Amaranthaceae","AM"
"555","Kyphocarpa",3,"Amaranthaceae",NA
"556","Lagenantha",1,"Amaranthaceae","NM-AM"
"557","Lagrezia",9,"Amaranthaceae","NM-AM"
"558","Lecanocarpus",1,"Amaranthaceae","NM-AM"
"559","Lecosia",2,"Amaranthaceae","NM-AM"
"560","Leucosphaera",1,"Amaranthaceae","NM-AM"
"561","Lithophila",1,"Amaranthaceae","NM-AM"
"562","Maireana",57,"Amaranthaceae","NM-AM"
"563","Malacocera",4,"Amaranthaceae","NM-AM"
"564","Manochlamys",1,"Amaranthaceae","NM-AM"
"565","Marcelliopsis",3,"Amaranthaceae","NM-AM"
"566","Mechowia",1,"Amaranthaceae","NM-AM"
"567","Microcnemum",1,"Amaranthaceae","NM-AM"
"568","Microgynoecium",1,"Amaranthaceae","NM-AM"
"569","Micromonolepis",1,"Amaranthaceae","NM-AM"
"570","Monolepis",2,"Amaranthaceae",NA
"571","Nanophyton",1,"Amaranthaceae","NM"
"572","Nelsia",3,"Amaranthaceae","NM-AM"
"573","Neobassia",2,"Amaranthaceae","NM-AM"
"574","Neocentema",1,"Amaranthaceae","NM-AM"
"575","Neokochia",2,"Amaranthaceae","NM-AM"
"576","Nitrophila",3,"Amaranthaceae","NM-AM"
"577","Noaea",2,"Amaranthaceae","NM-AM"
"578","Nothosaerva",1,"Amaranthaceae","NM"
"579","Nucularia",1,"Amaranthaceae","NM-AM"
"580","Nyssanthes",2,"Amaranthaceae","NM-AM"
"581","Ofaiston",1,"Amaranthaceae","NM-AM"
"582","Oreobliton",1,"Amaranthaceae","NM-AM"
"583","Osteocarpum",5,"Amaranthaceae","NM-AM"
"584","Pachycornia",1,"Amaranthaceae","NM-AM"
"585","Panderia",1,"Amaranthaceae",NA
"586","Pandiaka",13,"Amaranthaceae","NM-AM"
"587","Patellifolia",1,"Amaranthaceae","NM-AM"
"588","Pedersenia",3,"Amaranthaceae","NM-AM"
"589","Petrosimonia",9,"Amaranthaceae","NM-AM"
"590","Pfaffia",28,"Amaranthaceae","NM-AM"
"591","Philoxerus",1,"Amaranthaceae","NM-AM"
"592","Physandra",1,"Amaranthaceae",NA
"593","Pleuropetalum",3,"Amaranthaceae","NM-AM"
"594","Pleuropterantha",1,"Amaranthaceae","NM-AM"
"595","Polycnemum",5,"Amaranthaceae","NM-AM"
"596","Pseudoplantago",2,"Amaranthaceae","NM-AM"
"597","Pseudosericocoma",1,"Amaranthaceae","NM-AM"
"598","Psilotrichopsis",1,"Amaranthaceae","NM-AM"
"599","Psilotrichum",16,"Amaranthaceae","NM"
"600","Ptilotus",16,"Amaranthaceae","NM"
"601","Pupalia",3,"Amaranthaceae","NM"
"602","Quaternella",2,"Amaranthaceae","NM-AM"
"603","Rhagodia",9,"Amaranthaceae","AM"
"604","Rosifax",1,"Amaranthaceae","NM-AM"
"605","Roycea",3,"Amaranthaceae","NM-AM"
"606","Salicornia",26,"Amaranthaceae","NM-AM"
"607","Salsola",174,"Amaranthaceae","NM-AM"
"608","Sarcocornia",20,"Amaranthaceae","NM"
"609","Scleroblitum",1,"Amaranthaceae",NA
"610","Sclerochlamys",1,"Amaranthaceae",NA
"611","Sclerolaena",63,"Amaranthaceae","NM-AM"
"612","Sclerostegia",2,"Amaranthaceae","NM-AM"
"613","Seidlitzia",2,"Amaranthaceae","NM-AM"
"614","Sericocoma",3,"Amaranthaceae","NM-AM"
"615","Sericocomopsis",2,"Amaranthaceae","NM-AM"
"616","Sericorema",2,"Amaranthaceae","NM-AM"
"617","Sericostachys",1,"Amaranthaceae","NM-AM"
"618","Sevada",1,"Amaranthaceae","NM-AM"
"619","Spinacia",2,"Amaranthaceae","NM-AM"
"620","Stelligera",1,"Amaranthaceae",NA
"621","Stilbanthus",1,"Amaranthaceae","NM-AM"
"622","Stutzia",1,"Amaranthaceae",NA
"623","Suaeda",73,"Amaranthaceae","NM-AM"
"624","Suckleya",1,"Amaranthaceae","NM-AM"
"625","Sympegma",1,"Amaranthaceae","NM"
"626","Tecticornia",2,"Amaranthaceae","NM-AM"
"627","Telanthera",1,"Amaranthaceae",NA
"628","Threlkeldia",2,"Amaranthaceae","NM"
"629","Tidestromia",6,"Amaranthaceae","NM-AM"
"630","Traganopsis",1,"Amaranthaceae","NM-AM"
"631","Traganum",2,"Amaranthaceae","NM-AM"
"632","Trichuriella",1,"Amaranthaceae","NM-AM"
"633","Volkensinia",1,"Amaranthaceae","NM-AM"
"634","Xerosiphon",2,"Amaranthaceae","NM-AM"
"635","Zuckia",1,"Amaranthaceae",NA
"636","Acis",9,"Amaryllidaceae","AM"
"637","Agapanthus",9,"Amaryllidaceae","AM"
"638","Allium",918,"Amaryllidaceae","AM"
"639","Amaryllis",4,"Amaryllidaceae","AM"
"640","Ammocharis",7,"Amaryllidaceae","AM"
"641","Apodolirion",6,"Amaryllidaceae","AM"
"642","Boophone",2,"Amaryllidaceae","AM"
"643","Brodiaea",1,"Amaryllidaceae","AM"
"644","Brunsvigia",18,"Amaryllidaceae","AM"
"645","Calicharis",1,"Amaryllidaceae","AM"
"646","Caliphruria",4,"Amaryllidaceae","AM"
"647","Calostemma",3,"Amaryllidaceae","AM"
"648","Castellanoa",2,"Amaryllidaceae",NA
"649","Cearanthes",1,"Amaryllidaceae","AM"
"650","Chlidanthus",4,"Amaryllidaceae","AM"
"651","Clinanthus",22,"Amaryllidaceae","AM"
"652","Clivia",7,"Amaryllidaceae","AM"
"653","Crinum",106,"Amaryllidaceae","AM"
"654","Crossyne",2,"Amaryllidaceae","AM"
"655","Cryptostephanus",3,"Amaryllidaceae","AM"
"656","Cyrtanthus",56,"Amaryllidaceae","AM"
"657","Diphalangium",1,"Amaryllidaceae",NA
"658","Eithea",1,"Amaryllidaceae","AM"
"659","Eucharis",18,"Amaryllidaceae","AM"
"660","Eucrosia",8,"Amaryllidaceae","AM"
"661","Eustephia",6,"Amaryllidaceae","AM"
"662","Galanthus",21,"Amaryllidaceae","AM"
"663","Gethyllis",31,"Amaryllidaceae","AM"
"664","Gilliesia",7,"Amaryllidaceae","AM"
"665","Griffinia",21,"Amaryllidaceae","AM"
"666","Habranthus",83,"Amaryllidaceae","AM"
"667","Haemanthus",22,"Amaryllidaceae","AM"
"668","Hannonia",1,"Amaryllidaceae","AM"
"669","Hessea",21,"Amaryllidaceae","AM"
"670","Hieronymiella",8,"Amaryllidaceae","AM"
"671","Hippeastrum",94,"Amaryllidaceae","AM"
"672","Hymenocallis",66,"Amaryllidaceae","AM"
"673","Ipheion",2,"Amaryllidaceae","AM"
"674","Ismene",11,"Amaryllidaceae","AM"
"675","Leptochiton",2,"Amaryllidaceae","AM"
"676","Leucocoryne",49,"Amaryllidaceae","AM"
"677","Leucojum",2,"Amaryllidaceae","AM"
"678","Lycoris",23,"Amaryllidaceae","AM"
"679","Mathieua",1,"Amaryllidaceae","AM"
"680","Miersia",5,"Amaryllidaceae","AM"
"681","Namaquanula",2,"Amaryllidaceae","AM"
"682","Narcissus",116,"Amaryllidaceae","AM"
"683","Nerine",26,"Amaryllidaceae","AM"
"684","Nothoscordum",89,"Amaryllidaceae","AM"
"685","Pabellonia",2,"Amaryllidaceae",NA
"686","Pamianthe",3,"Amaryllidaceae","AM"
"687","Pancratium",21,"Amaryllidaceae","NM-AM"
"688","Paramongaia",2,"Amaryllidaceae","AM"
"689","Phaedranassa",9,"Amaryllidaceae","AM"
"690","Phycella",5,"Amaryllidaceae","AM"
"691","Placea",6,"Amaryllidaceae","AM"
"692","Plagiolirion",1,"Amaryllidaceae","AM"
"693","Proiphys",4,"Amaryllidaceae","AM"
"694","Prototulbaghia",1,"Amaryllidaceae",NA
"695","Pyrolirion",8,"Amaryllidaceae","AM"
"696","Rauhia",4,"Amaryllidaceae","AM"
"697","Rhodophiala",27,"Amaryllidaceae","AM"
"698","Scadoxus",9,"Amaryllidaceae","AM"
"699","Solaria",6,"Amaryllidaceae","AM"
"700","Speea",2,"Amaryllidaceae","AM"
"701","Sprekelia",2,"Amaryllidaceae","AM"
"702","Stenomesson",17,"Amaryllidaceae","AM"
"703","Sternbergia",8,"Amaryllidaceae","AM"
"704","Strumaria",27,"Amaryllidaceae","AM"
"705","Tocantinia",1,"Amaryllidaceae","AM"
"706","Traubia",1,"Amaryllidaceae","AM"
"707","Trichlora",4,"Amaryllidaceae","AM"
"708","Tristagma",31,"Amaryllidaceae","AM"
"709","Tulbaghia",26,"Amaryllidaceae","AM"
"710","Ungernia",10,"Amaryllidaceae","AM"
"711","Urceocharis",1,"Amaryllidaceae","AM"
"712","Urceolina",7,"Amaryllidaceae","AM"
"713","Vagaria",2,"Amaryllidaceae","AM"
"714","Worsleya",1,"Amaryllidaceae","AM"
"715","Zephyranthes",88,"Amaryllidaceae","AM"
"716","Amborella",1,"Amborellaceae","AM"
"717","Anacampseros",55,"Anacampserotaceae","uncertain"
"718","Grahamia",2,"Anacampserotaceae","uncertain"
"719","Talinopsis",1,"Anacampserotaceae","uncertain"
"720","Abrahamia",15,"Anacardiaceae",NA
"721","Actinocheita",1,"Anacardiaceae","AM"
"722","Amphipterygium",5,"Anacardiaceae","AM"
"723","Anacardium",20,"Anacardiaceae","AM"
"724","Androtium",1,"Anacardiaceae","AM"
"725","Antrocaryon",4,"Anacardiaceae","AM"
"726","Astronium",12,"Anacardiaceae","AM"
"727","Attilaea",1,"Anacardiaceae","AM"
"728","Blepharocarya",2,"Anacardiaceae","AM"
"729","Bonetiella",1,"Anacardiaceae","AM"
"730","Bouea",3,"Anacardiaceae","AM"
"731","Buchanania",27,"Anacardiaceae","AM"
"732","Campnosperma",15,"Anacardiaceae","AM"
"733","Campylopetalum",1,"Anacardiaceae","AM"
"734","Cardenasiodendron",1,"Anacardiaceae","AM"
"735","Choerospondias",1,"Anacardiaceae","AM"
"736","Comocladia",26,"Anacardiaceae","AM"
"737","Cotinus",8,"Anacardiaceae","AM"
"738","Cyrtocarpa",5,"Anacardiaceae","AM"
"739","Dobinea",2,"Anacardiaceae","AM"
"740","Dracontomelon",9,"Anacardiaceae","AM"
"741","Drimycarpus",4,"Anacardiaceae","AM"
"742","Euleria",1,"Anacardiaceae",NA
"743","Euroschinus",9,"Anacardiaceae","AM"
"744","Faguetia",1,"Anacardiaceae","AM"
"745","Fegimanra",3,"Anacardiaceae","AM"
"746","Gluta",34,"Anacardiaceae","AM"
"747","Haematostaphis",1,"Anacardiaceae","AM"
"748","Haplorhus",1,"Anacardiaceae","AM"
"749","Harpephyllum",1,"Anacardiaceae","AM"
"750","Heeria",1,"Anacardiaceae","AM"
"751","Holigarna",7,"Anacardiaceae","AM"
"752","Juliania",1,"Anacardiaceae",NA
"753","Lannea",27,"Anacardiaceae","AM"
"754","Laurophyllus",1,"Anacardiaceae","AM"
"755","Lithraea",2,"Anacardiaceae","AM"
"756","Lithrea",1,"Anacardiaceae",NA
"757","Loxopterygium",3,"Anacardiaceae","AM"
"758","Loxostylis",1,"Anacardiaceae","AM"
"759","Malosma",1,"Anacardiaceae","AM"
"760","Mangifera",10,"Anacardiaceae","AM"
"761","Mauria",13,"Anacardiaceae","AM"
"762","Metopium",3,"Anacardiaceae","AM"
"763","Micronychia",6,"Anacardiaceae","AM"
"764","Mosquitoxylum",1,"Anacardiaceae","AM"
"765","Myracrodruon",1,"Anacardiaceae",NA
"766","Nothopegia",1,"Anacardiaceae","AM"
"767","Ochoterenaea",1,"Anacardiaceae","AM"
"768","Operculicarya",6,"Anacardiaceae","AM"
"769","Orthopterygium",1,"Anacardiaceae","AM"
"770","Ozoroa",35,"Anacardiaceae","AM"
"771","Pachycormus",1,"Anacardiaceae","uncertain"
"772","Pegia",2,"Anacardiaceae","AM"
"773","Pentaspadon",1,"Anacardiaceae","AM"
"774","Pistacia",12,"Anacardiaceae","AM"
"775","Pleiogynium",2,"Anacardiaceae","AM"
"776","Poupartia",3,"Anacardiaceae","AM"
"777","Protorhus",2,"Anacardiaceae","AM"
"778","Pseudosmodingium",7,"Anacardiaceae","AM"
"779","Pseudospondias",2,"Anacardiaceae","AM"
"780","Rhodosphaera",1,"Anacardiaceae","AM"
"781","Rhoeidium",2,"Anacardiaceae",NA
"782","Rhus",131,"Anacardiaceae","AM"
"783","Schinopsis",9,"Anacardiaceae","AM"
"784","Schinus",31,"Anacardiaceae","AM"
"785","Schmaltzia",11,"Anacardiaceae",NA
"786","Sclerocarya",2,"Anacardiaceae","AM"
"787","Searsia",22,"Anacardiaceae","AM"
"788","Semecarpus",5,"Anacardiaceae","AM"
"789","Smodingium",1,"Anacardiaceae","AM"
"790","Sorindeia",35,"Anacardiaceae","AM"
"791","Spondias",12,"Anacardiaceae","AM"
"792","Tapirira",8,"Anacardiaceae","AM"
"793","Terminthia",1,"Anacardiaceae","AM"
"794","Thyrsodium",7,"Anacardiaceae","AM"
"795","Toxicodendron",30,"Anacardiaceae","AM"
"796","Trichoscypha",23,"Anacardiaceae","AM"
"797","Anarthria",6,"Anarthriaceae","NM-AM"
"798","Hopkinsia",2,"Anarthriaceae","NM-AM"
"799","Lyginia",3,"Anarthriaceae","NM-AM"
"800","Ancistrocladus",21,"Ancistrocladaceae","AM"
"801","Anisophyllea",36,"Anisophylleaceae","AM"
"802","Combretocarpus",1,"Anisophylleaceae","uncertain"
"803","Poga",1,"Anisophylleaceae","AM"
"804","Polygonanthus",1,"Anisophylleaceae","AM"
"805","Anisophyllea",36,"Anisophylleaceae","AM"
"806","Combretocarpus",1,"Anisophylleaceae","uncertain"
"807","Poga",1,"Anisophylleaceae","AM"
"808","Polygonanthus",1,"Anisophylleaceae","AM"
"809","Afroguatteria",2,"Annonaceae","AM"
"810","Alphonsea",38,"Annonaceae","AM"
"811","Ambavia",2,"Annonaceae","AM"
"812","Anaxagorea",25,"Annonaceae","AM"
"813","Ancana",2,"Annonaceae",NA
"814","Annickia",11,"Annonaceae","AM"
"815","Annona",166,"Annonaceae","AM"
"816","Anomianthus",1,"Annonaceae","AM"
"817","Anonidium",4,"Annonaceae","AM"
"818","Artabotrys",102,"Annonaceae","AM"
"819","Asimina",11,"Annonaceae","AM"
"820","Asteranthe",2,"Annonaceae","AM"
"821","Balonga",1,"Annonaceae","AM"
"822","Bocagea",2,"Annonaceae","AM"
"823","Bocageopsis",4,"Annonaceae","AM"
"824","Boutiquea",1,"Annonaceae","AM"
"825","Cananga",4,"Annonaceae","AM"
"826","Cardiopetalum",3,"Annonaceae","AM"
"827","Chieniodendron",1,"Annonaceae","AM"
"828","Cleistochlamys",1,"Annonaceae","AM"
"829","Cleistopholis",3,"Annonaceae","AM"
"830","Craibella",1,"Annonaceae","AM"
"831","Cremastosperma",31,"Annonaceae","AM"
"832","Cyathocalyx",22,"Annonaceae","AM"
"833","Cyathostemma",1,"Annonaceae",NA
"834","Cymbopetalum",27,"Annonaceae","AM"
"835","Dasymaschalon",23,"Annonaceae","AM"
"836","Deeringothamnus",1,"Annonaceae","AM"
"837","Dendrokingstonia",1,"Annonaceae","AM"
"838","Dennettia",1,"Annonaceae",NA
"839","Desmopsis",17,"Annonaceae","AM"
"840","Desmos",27,"Annonaceae","AM"
"841","Diclinanona",3,"Annonaceae","AM"
"842","Dielsiothamnus",1,"Annonaceae","AM"
"843","Disepalum",9,"Annonaceae","AM"
"844","Drepananthus",11,"Annonaceae","AM"
"845","Duckeanthus",1,"Annonaceae","AM"
"846","Duguetia",94,"Annonaceae","AM"
"847","Ellipeiopsis",2,"Annonaceae","AM"
"848","Enicosanthum",19,"Annonaceae",NA
"849","Ephedranthus",6,"Annonaceae","AM"
"850","Exellia",1,"Annonaceae",NA
"851","Fenerivia",8,"Annonaceae","AM"
"852","Fissistigma",65,"Annonaceae","uncertain"
"853","Fitzalania",2,"Annonaceae",NA
"854","Friesodielsia",47,"Annonaceae","AM"
"855","Froesiodendron",3,"Annonaceae","AM"
"856","Fusaea",3,"Annonaceae","AM"
"857","Gilbertiella",1,"Annonaceae",NA
"858","Goniothalamus",133,"Annonaceae","AM"
"859","Greenwayodendron",2,"Annonaceae","AM"
"860","Guatteria",254,"Annonaceae","AM"
"861","Haplostichanthus",4,"Annonaceae",NA
"862","Heteropetalum",1,"Annonaceae",NA
"863","Hexalobus",6,"Annonaceae","AM"
"864","Hornschuchia",10,"Annonaceae","AM"
"865","Isolona",14,"Annonaceae","AM"
"866","Klarobelia",12,"Annonaceae","AM"
"867","Letestudoxa",3,"Annonaceae","AM"
"868","Lettowianthus",1,"Annonaceae","AM"
"869","Maasia",4,"Annonaceae","AM"
"870","Malmea",10,"Annonaceae","AM"
"871","Marsypopetalum",1,"Annonaceae","AM"
"872","Meiocarpidium",1,"Annonaceae","AM"
"873","Meiogyne",12,"Annonaceae","AM"
"874","Melodorum",2,"Annonaceae","AM"
"875","Mezzettia",4,"Annonaceae","AM"
"876","Mezzettiopsis",1,"Annonaceae",NA
"877","Miliusa",14,"Annonaceae","AM"
"878","Mischogyne",2,"Annonaceae","AM"
"879","Mitrella",4,"Annonaceae","AM"
"880","Mitrephora",19,"Annonaceae","AM"
"881","Mkilua",1,"Annonaceae","AM"
"882","Monanthotaxis",53,"Annonaceae","AM"
"883","Monocarpia",3,"Annonaceae","AM"
"884","Monocyclanthus",1,"Annonaceae","AM"
"885","Monodora",12,"Annonaceae","AM"
"886","Mosannona",13,"Annonaceae",NA
"887","Neo-uvaria",2,"Annonaceae","AM"
"888","Neostenanthera",5,"Annonaceae","AM"
"889","Onychopetalum",2,"Annonaceae","AM"
"890","Ophrypetalum",1,"Annonaceae","AM"
"891","Orophea",50,"Annonaceae","AM"
"892","Oxandra",27,"Annonaceae","AM"
"893","Oxymitra",3,"Annonaceae","AM"
"894","Pachypodanthium",1,"Annonaceae","AM"
"895","Papualthia",7,"Annonaceae",NA
"896","Phaeanthus",4,"Annonaceae","AM"
"897","Phoenicanthus",2,"Annonaceae","AM"
"898","Piptostigma",11,"Annonaceae","AM"
"899","Platymitra",1,"Annonaceae","AM"
"900","Polyalthia",80,"Annonaceae","AM"
"901","Polyceratocarpus",9,"Annonaceae","AM"
"902","Popowia",18,"Annonaceae","AM"
"903","Porcelia",8,"Annonaceae","AM"
"904","Pseudannona",2,"Annonaceae",NA
"905","Pseudartabotrys",1,"Annonaceae","AM"
"906","Pseudephedranthus",1,"Annonaceae","AM"
"907","Pseudomalmea",4,"Annonaceae",NA
"908","Pseudoxandra",18,"Annonaceae","AM"
"909","Pseuduvaria",28,"Annonaceae","uncertain"
"910","Pyramidanthe",1,"Annonaceae","AM"
"911","Raimondia",1,"Annonaceae","AM"
"912","Richella",1,"Annonaceae",NA
"913","Rollinia",38,"Annonaceae",NA
"914","Rolliniopsis",1,"Annonaceae",NA
"915","Ruizodendron",1,"Annonaceae","AM"
"916","Sageraea",4,"Annonaceae","AM"
"917","Sanrafaelia",1,"Annonaceae","AM"
"918","Sapranthus",9,"Annonaceae","AM"
"919","Schefferomitra",1,"Annonaceae",NA
"920","Sphaerocoryne",2,"Annonaceae","AM"
"921","Stelechocarpus",2,"Annonaceae","AM"
"922","Stenanona",14,"Annonaceae","AM"
"923","Tetrameranthus",5,"Annonaceae","AM"
"924","Tetrastemma",1,"Annonaceae",NA
"925","Toussaintia",4,"Annonaceae","AM"
"926","Tridimeris",2,"Annonaceae","AM"
"927","Trigynaea",8,"Annonaceae","AM"
"928","Trivalvaria",4,"Annonaceae","AM"
"929","Unona",1,"Annonaceae",NA
"930","Unonopsis",48,"Annonaceae","AM"
"931","Uvaria",113,"Annonaceae","AM"
"932","Uvariastrum",8,"Annonaceae","AM"
"933","Uvariodendron",14,"Annonaceae","AM"
"934","Uvariopsis",16,"Annonaceae","AM"
"935","Woodiellantha",1,"Annonaceae",NA
"936","Xylopia",109,"Annonaceae","AM"
"937","Aphanopetalum",2,"Aphanopetalaceae","uncertain"
"938","Aphloia",2,"Aphloiaceae","AM"
"939","Aciphylla",45,"Apiaceae","AM"
"940","Acronema",38,"Apiaceae","AM"
"941","Actinanthus",1,"Apiaceae","AM"
"942","Actinolema",2,"Apiaceae","AM"
"943","Actinotus",19,"Apiaceae","AM"
"944","Adenosciadium",1,"Apiaceae","AM"
"945","Aegokeras",1,"Apiaceae","AM"
"946","Aegopodium",8,"Apiaceae","AM"
"947","Aethusa",1,"Apiaceae","AM"
"948","Aframmi",2,"Apiaceae","AM"
"949","Afroligusticum",13,"Apiaceae","AM"
"950","Afrosciadium",18,"Apiaceae","AM"
"951","Afrosison",3,"Apiaceae",NA
"952","Agasyllis",1,"Apiaceae","AM"
"953","Agrocharis",3,"Apiaceae",NA
"954","Ainsworthia",2,"Apiaceae",NA
"955","Alepidea",37,"Apiaceae","AM"
"956","Aletes",1,"Apiaceae",NA
"957","Alococarpum",1,"Apiaceae","AM"
"958","Ammi",6,"Apiaceae","AM"
"959","Ammodaucus",1,"Apiaceae","AM"
"960","Ammoides",3,"Apiaceae","AM"
"961","Ammoselinum",5,"Apiaceae","AM"
"962","Andriana",3,"Apiaceae","AM"
"963","Anethum",4,"Apiaceae","AM"
"964","Angelica",116,"Apiaceae","AM"
"965","Anginon",13,"Apiaceae","AM"
"966","Angoseseli",2,"Apiaceae","AM"
"967","Anisopoda",1,"Apiaceae","AM"
"968","Anisosciadium",3,"Apiaceae","AM"
"969","Anisotome",15,"Apiaceae","AM"
"970","Annesorhiza",15,"Apiaceae","AM"
"971","Anthrichaerophyllum",1,"Apiaceae","AM"
"972","Anthriscus",15,"Apiaceae","AM"
"973","Aphanopleura",5,"Apiaceae","AM"
"974","Apiastrum",1,"Apiaceae","AM"
"975","Apiopetalum",2,"Apiaceae","AM"
"976","Apium",17,"Apiaceae","AM"
"977","Apodicarpum",1,"Apiaceae","AM"
"978","Arafoe",1,"Apiaceae","AM"
"979","Arctopus",3,"Apiaceae","AM"
"980","Arcuatopterus",5,"Apiaceae","AM"
"981","Arracacia",41,"Apiaceae","AM"
"982","Artedia",1,"Apiaceae","AM"
"983","Asciadium",1,"Apiaceae","AM"
"984","Asteriscium",1,"Apiaceae","AM"
"985","Astomaea",2,"Apiaceae","AM"
"986","Astrantia",11,"Apiaceae","AM"
"987","Astrodaucus",3,"Apiaceae","uncertain"
"988","Astydamia",1,"Apiaceae","AM"
"989","Athamanta",11,"Apiaceae","AM"
"990","Aulacospermum",24,"Apiaceae","AM"
"991","Austropeucedanum",1,"Apiaceae","AM"
"992","Autumnalia",2,"Apiaceae","AM"
"993","Azilia",1,"Apiaceae","AM"
"994","Azorella",29,"Apiaceae","AM"
"995","Berula",5,"Apiaceae","NM-AM"
"996","Bifora",3,"Apiaceae","AM"
"997","Bilacunaria",4,"Apiaceae","AM"
"998","Billburttia",2,"Apiaceae","AM"
"999","Bolax",2,"Apiaceae","AM"
"1000","Bonannia",1,"Apiaceae","AM"
"1001","Bowlesia",16,"Apiaceae","AM"
"1002","Brachyscias",1,"Apiaceae","AM"
"1003","Bunium",50,"Apiaceae","AM"
"1004","Bupleurum",208,"Apiaceae","AM"
"1005","Cachrys",6,"Apiaceae","AM"
"1006","Calyptrosciadium",2,"Apiaceae","AM"
"1007","Cannaboides",2,"Apiaceae","AM"
"1008","Capnophyllum",4,"Apiaceae","AM"
"1009","Carlesia",1,"Apiaceae","AM"
"1010","Caropsis",1,"Apiaceae","AM"
"1011","Carum",29,"Apiaceae","AM"
"1012","Caucalis",1,"Apiaceae","AM"
"1013","Cenolophium",1,"Apiaceae","AM"
"1014","Centella",53,"Apiaceae","AM"
"1015","Cephalopodum",3,"Apiaceae","AM"
"1016","Chaerophyllopsis",1,"Apiaceae","AM"
"1017","Chaerophyllum",46,"Apiaceae","AM"
"1018","Chaetosciadium",1,"Apiaceae","AM"
"1019","Chamaele",1,"Apiaceae",NA
"1020","Chamaesciadium",1,"Apiaceae","AM"
"1021","Chamaesium",6,"Apiaceae","AM"
"1022","Chamarea",5,"Apiaceae","AM"
"1023","Changium",2,"Apiaceae","AM"
"1024","Chlaenosciadium",1,"Apiaceae","AM"
"1025","Choritaenia",1,"Apiaceae","AM"
"1026","Chuanminshen",1,"Apiaceae","AM"
"1027","Chymsydia",2,"Apiaceae","AM"
"1028","Cicuta",5,"Apiaceae","AM"
"1029","Cnidiocarpa",6,"Apiaceae","AM"
"1030","Cnidium",10,"Apiaceae","AM"
"1031","Coaxana",2,"Apiaceae","AM"
"1032","Cogswellia",1,"Apiaceae",NA
"1033","Conioselinum",17,"Apiaceae","AM"
"1034","Conium",4,"Apiaceae","AM"
"1035","Conopodium",8,"Apiaceae","AM"
"1036","Coriandrum",2,"Apiaceae","AM"
"1037","Cortia",3,"Apiaceae","AM"
"1038","Cortiella",4,"Apiaceae","AM"
"1039","Cotopaxia",2,"Apiaceae","AM"
"1040","Coulterophytum",4,"Apiaceae","AM"
"1041","Cryptotaenia",7,"Apiaceae","AM"
"1042","Cuminum",4,"Apiaceae","AM"
"1043","Cyathoselinum",1,"Apiaceae","AM"
"1044","Cyclorhiza",2,"Apiaceae","AM"
"1045","Cyclospermum",5,"Apiaceae","AM"
"1046","Cymbocarpum",5,"Apiaceae","AM"
"1047","Cymopterus",52,"Apiaceae","AM"
"1048","Cynosciadium",1,"Apiaceae","AM"
"1049","Dactylaea",2,"Apiaceae","AM"
"1050","Dahliaphyllum",1,"Apiaceae","AM"
"1051","Dasispermum",7,"Apiaceae","AM"
"1052","Daucosma",1,"Apiaceae","AM"
"1053","Daucus",28,"Apiaceae","AM"
"1054","Demavendia",1,"Apiaceae","AM"
"1055","Dethawia",1,"Apiaceae","AM"
